report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,route_type,road_name,cross_street_type,cross_street_name,off_road_description,municipality,related_non_motorist,collision_type,weather,surface_condition,light,traffic_control,driver_substance_abuse,non_motorist_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,latitude,longitude,geolocation
MCP12120027,200038744,Montgomery County Police,Injury Crash,2020-10-02T08:40:00.000,Maryland (State),CLARKSBURG RD,Ramp,RAMP 1 FR RAMP 4 (FR IS270) TO MD 121 WB,,,,SAME DIR REAR END,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,43C81239-C5E6-476B-8BE5-5C223254D619,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,ED8500C6-B5FC-4F9F-AB25-326674E609D1,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,No,No,2012,NISSAN,QUEST,NO MISUSE,39.23297333,-77.28377167,"
,  
(39.23297333, -77.28377167)"
MCP3165002D,200038729,Montgomery County Police,Property Damage Crash,2020-10-02T06:30:00.000,US (State),COLUMBIA PIKE,County,BRIGGS CHANEY RD,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,7ACCDC41-F0FE-4F1B-8297-63B224E318AD,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,1F4FBE06-514A-4084-9EA4-3825222B6616,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,50,No,No,2017,TOYT,COROLLA,,39.0865,-76.94529333,"
,  
(39.0865, -76.94529333)"
MCP3165002D,200038729,Montgomery County Police,Property Damage Crash,2020-10-02T06:30:00.000,US (State),COLUMBIA PIKE,County,BRIGGS CHANEY RD,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,ECE8FF4B-E8FB-4B72-B269-F6342ECBB5E7,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,137C5BA5-A89C-4E3D-B964-3AA518FFA608,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,North,North,50,No,No,2000,INTL,TK,,39.0865,-76.94529333,"
,  
(39.0865, -76.94529333)"
MCP3171001C,200038720,Montgomery County Police,Property Damage Crash,2020-10-02T01:00:00.000,Other Public Roadway,CRYSTAL ROCK DR,Unknown,CRYSTAL ROCK CT,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,,ALCOHOL PRESENT,,C116082D-A012-4EAF-8939-9876A2809C85,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,52439D74-71F7-4FC1-A5E3-3C649A95A03F,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,No,No,2019,CHEVROLET,MALIBU,,39.177459999999996,-77.26212167,"
,  
(39.17746, -77.26212167)"
DD5614004X,200038772,Rockville Police Departme,Property Damage Crash,2020-10-02T00:15:00.000,Municipality,N STONESTREET AVE,Municipality,HOWARD AVE,,ROCKVILLE,,HEAD ON,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,4C63A89F-FE40-4957-BC0B-BD501E2AC40D,Yes,NO APPARENT INJURY,,UNKNOWN,MD,C0617CAA-E01A-4295-AB40-FBA2B87F6AA3,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,STATION WAGON,MOVING CONSTANT SPEED,North,North,25,No,No,2004,MERZ,SW,NO MISUSE,39.08814143,-77.14815091,"
,  
(39.08814143, -77.14815091)"
MCP20080084,200039384,Montgomery County Police,Property Damage Crash,2020-10-02T00:01:00.000,Maryland (State),UNIVERSITY BLVD W,Maryland (State),CONNECTICUT AVE,,,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,4EC22C93-B19E-4814-8F3C-96760A5BE473,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,BFB7697C-09C9-4114-AEEE-204375DBB28F,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MAKING RIGHT TURN,North,West,40,No,No,2014,FORD,INTERCEPTOR UTILITY,NO MISUSE,39.03198752,-77.07467601,"
,  
(39.03198752, -77.07467601)"
MCP3053003Z,200038714,Montgomery County Police,Property Damage Crash,2020-10-01T23:50:00.000,County,TENBROOK DR,County,GREGORY ST,,,,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,,,D3659700-E446-45CD-90E0-3B5C301D5A52,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,292D0A8B-059D-4550-BB68-2A2DED66F0E3,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,South,South,20,No,No,2017,FORD,INTERCEPTOR,NO MISUSE,39.0308643,-77.02807981,"
,  
(39.0308643, -77.02807981)"
MCP2989001P,200038713,Montgomery County Police,Injury Crash,2020-10-01T23:37:00.000,US (State),COLUMBIA PIKE,County,HILLWOOD DR,,,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,,ALCOHOL PRESENT,29996803-FB81-43DC-BD16-3C6129056572,No,NO APPARENT INJURY,"N/A, RAIN, SNOW",LOOKED BUT DID NOT SEE,MD,68F98F48-C7E9-4A64-85BB-8683713ACECD,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,No,No,2008,TOYT,VAN,NO MISUSE,39.03373083,-77.00130483,"
,  
(39.03373083, -77.00130483)"
MCP25340039,200038712,Montgomery County Police,Injury Crash,2020-10-01T23:36:00.000,Maryland (State),GEORGIA AVE,Maryland (State),UNIVERSITY BLVD W,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,003B9D90-3C5C-497E-A71F-FD1273EAFB91,Yes,NO APPARENT INJURY,,UNKNOWN,,B13EEB77-AD13-4656-B3F0-57EF3DC0F4C2,FUNCTIONAL,TWELVE OCLOCK,ONE OCLOCK,,MOVING CONSTANT SPEED,West,West,25,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.041557,-77.05154667,"
,  
(39.041557, -77.05154667)"
MCP25340039,200038712,Montgomery County Police,Injury Crash,2020-10-01T23:36:00.000,Maryland (State),GEORGIA AVE,Maryland (State),UNIVERSITY BLVD W,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,8AAB5D93-1AD3-485B-B7FE-8E91E2C5D979,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,D77CF7B9-0394-44C9-8E59-23D43FEA9054,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,STARTING FROM LANE,West,South,25,No,No,2013,CADILLAC,ATS,NO MISUSE,39.041557,-77.05154667,"
,  
(39.041557, -77.05154667)"
DD5614004W,200038705,Rockville Police Departme,Property Damage Crash,2020-10-01T22:30:00.000,Maryland (State),W MONTGOMERY AVE,Ramp,RAMP 1 FR IS 270 NB TO MD 28 WB,,,,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,,B3777F42-9D39-4768-BAC2-3A23C7536461,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",UNKNOWN,MD,EDCCCFEE-DB3F-4A25-BF41-5CEF58D65E74,DISABLING,EIGHT OCLOCK,EIGHT OCLOCK,(SPORT) UTILITY VEHICLE,NEGOTIATING A CURVE,West,West,45,No,No,2004,FORD,EXPLORER,NO MISUSE,39.08595167,-77.17256367,"
,  
(39.08595167, -77.17256367)"
MCP3184001D,200038702,Montgomery County Police,Property Damage Crash,2020-10-01T22:27:00.000,,,,,7-ELEVEN PARKING LOT LOCATED AT 15585 OLD COLUMBIA PIKE,,,OTHER,RAINING,,DARK LIGHTS ON,,,,7EF69ACF-50CE-4AC1-9A91-21BDEF072F2B,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DA5C8B03-A967-4B4C-986B-FDFA0DCCDB61,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,West,West,0,No,No,2019,FORD,FIESTA,NO MISUSE,39.10708333,-76.93131167,"
,  
(39.10708333, -76.93131167)"
MCP2767008K,200038689,Montgomery County Police,Property Damage Crash,2020-10-01T19:58:00.000,County,RANDOLPH RD,County,OLD RANDOLPH RD,,,,SINGLE VEHICLE,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,ALCOHOL CONTRIBUTED,,1D2DA80B-BF1C-4160-B59D-DA15C9286B81,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,06FAFD5F-2034-4FAC-B6F7-85332B49F423,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,UNKNOWN,East,East,40,No,No,2017,VOLKSWAGEN,JETTA,UNKNOWN,39.06508821,-77.03700292,"
,  
(39.06508821, -77.03700292)"
MCP3089003B,200038685,Montgomery County Police,Property Damage Crash,2020-10-01T19:40:00.000,,,,,2ND FLOOR OF SILVER SPRING METRO STATION @ 8400 COLESVILLE ROAD,,,OTHER,,,DARK LIGHTS ON,,,,8D0F90D5-E6C9-4461-8C99-36D0452953F7,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,NY,5DC2889A-EABF-4592-9FC4-D5CC18FCD02A,FUNCTIONAL,FIVE OCLOCK,FOUR OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,East,East,5,No,No,2014,NABI,BUS,,38.99339333,-77.02994667,"
,  
(38.99339333, -77.02994667)"
MCP3089003B,200038685,Montgomery County Police,Property Damage Crash,2020-10-01T19:40:00.000,,,,,2ND FLOOR OF SILVER SPRING METRO STATION @ 8400 COLESVILLE ROAD,,,OTHER,,,DARK LIGHTS ON,,,,CF56DE4D-8452-4B8C-B0AB-4F16882F9B5D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,C52F48B9-ECD1-4193-B66B-CF2256D36BCA,FUNCTIONAL,SEVEN OCLOCK,EIGHT OCLOCK,TRANSIT BUS,PARKED,,,0,No,Yes,2013,GILL,BU,,38.99339333,-77.02994667,"
,  
(38.99339333, -77.02994667)"
MCP3040004S,200038679,Montgomery County Police,Injury Crash,2020-10-01T19:15:00.000,County,BONIFANT RD,County,ALDERTON RD,,,,SAME DIR REAR END,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,,,9C484937-D60E-4D54-ACE5-171DC86F0E2B,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,6C53DDD0-6E12-4853-BF6A-9D48EDE3E163,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,No,No,2008,TOYT,VAN,,39.09353333,-77.03577,"
,  
(39.09353333, -77.03577)"
MCP3040004S,200038679,Montgomery County Police,Injury Crash,2020-10-01T19:15:00.000,County,BONIFANT RD,County,ALDERTON RD,,,,SAME DIR REAR END,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,,,1141B298-73AD-4086-A16D-F98F69FA3679,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,252A931A-CB7A-44AE-A8C2-FCB4D76EEE76,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,West,35,No,No,2005,HONDA,2H,,39.09353333,-77.03577,"
,  
(39.09353333, -77.03577)"
MCP229800S9,200038672,Montgomery County Police,Injury Crash,2020-10-01T17:58:00.000,County,BRANDERMILL DR,Other Public Roadway,DRUM CASTLE WAY,,,,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,UNKNOWN,,64515DA6-D42B-4B9E-917F-07BC8E080567,Yes,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,D5C04FE2-42B1-455E-BA21-6BCA2037CE45,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,South,25,No,No,2017,HONDA,ACCORD,NO MISUSE,39.19109051,-77.24002114,"
,  
(39.19109051, -77.24002114)"
MCP137800TX,200038664,Montgomery County Police,Injury Crash,2020-10-01T16:55:00.000,Maryland (State),GREAT SENECA HWY,Municipality,SIOUX LA,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DUSK,NO CONTROLS,NONE DETECTED,,4D05F03C-C621-4594-A1DC-A2ECCBAAD03D,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,095942FD-65CE-4432-B68C-ED6B2A072B11,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,South,50,No,No,2014,NISS,ALTIMA,NO MISUSE,39.13069667,-77.24031333,"
,  
(39.13069667, -77.24031333)"
MCP137800TX,200038664,Montgomery County Police,Injury Crash,2020-10-01T16:55:00.000,Maryland (State),GREAT SENECA HWY,Municipality,SIOUX LA,,GAITHERSBURG,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DUSK,NO CONTROLS,NONE DETECTED,,339D1CE8-BA8E-4E70-9B8F-3CCA49A86A09,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,1247595D-5D2B-4477-A669-FEF01E4EE0CA,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,West,50,No,No,2015,HOND,CRV,NO MISUSE,39.13069667,-77.24031333,"
,  
(39.13069667, -77.24031333)"
MCP3196001C,200038682,Montgomery County Police,Property Damage Crash,2020-10-01T16:40:00.000,County,CRYSTAL ROCK DR,County,REXMORE DR,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK -- UNKNOWN LIGHTING,UNKNOWN,UNKNOWN,,DE229ABE-F07D-4C94-9282-053753DF573A,Yes,NO APPARENT INJURY,,NOT DISTRACTED,,7136419D-DA90-49CB-9930-1B9215618DC7,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,UNKNOWN,MOVING CONSTANT SPEED,North,North,25,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.17856017,-77.26175483,"
,  
(39.17856017, -77.26175483)"
MCP3196001C,200038682,Montgomery County Police,Property Damage Crash,2020-10-01T16:40:00.000,County,CRYSTAL ROCK DR,County,REXMORE DR,,,,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK -- UNKNOWN LIGHTING,UNKNOWN,,,0D823295-6564-40AE-B3A0-50F94234F8DE,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,240F3081-E981-4D1A-BF60-129C46C8AFAA,SUPERFICIAL,TEN OCLOCK,TEN OCLOCK,CROSS COUNTRY BUS,MOVING CONSTANT SPEED,North,North,25,No,No,2008,GILL,BUS,NO MISUSE,39.17856017,-77.26175483,"
,  
(39.17856017, -77.26175483)"
MCP2693003D,200038653,Montgomery County Police,Injury Crash,2020-10-01T16:12:00.000,Maryland (State),GEORGIA AVE,County,BEL PRE RD,,,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,A20252BC-2906-438A-A673-927FCF3F8D7B,Yes,NO APPARENT INJURY,,UNKNOWN,MD,4FA22360-BC6A-4A94-AD08-A012D6303147,SUPERFICIAL,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,45,No,No,2015,CHRYSLER,TOWN&COUNTRY,NO MISUSE,39.0930412,-77.07972456,"
,  
(39.0930412, -77.07972456)"
MCP3069002B,200038648,Montgomery County Police,Injury Crash,2020-10-01T15:50:00.000,Maryland (State),ROCKVILLE PIKE,Maryland (State),OLD GEORGETOWN RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,84B8D55E-2103-4AFC-91BB-74295DDCD751,No,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,30D1FD5F-EB16-4E46-8EC3-290D6BCA4071,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,35,No,No,2000,TOYOTA,CAMRY,NO MISUSE,39.04988167,-77.11451167,"
,  
(39.04988167, -77.11451167)"
MCP3069002B,200038648,Montgomery County Police,Injury Crash,2020-10-01T15:50:00.000,Maryland (State),ROCKVILLE PIKE,Maryland (State),OLD GEORGETOWN RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,5CBD5CBD-5043-4B29-BE25-67201D867DC2,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,5E4A4385-BD74-463F-ACC6-397040002556,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",ACCELERATING,South,South,35,No,No,2011,MERCEDES BENZ,BLUETEC,NO MISUSE,39.04988167,-77.11451167,"
,  
(39.04988167, -77.11451167)"
MCP295200B2,200038640,Montgomery County Police,Property Damage Crash,2020-10-01T14:44:00.000,County,SEMINARY PL,Maryland (State),GEORGIA AVE,,,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,835E4B17-1905-49E2-B1EF-FCB128CEF323,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,D8442996-BB7A-4477-BF60-DB8F7C5647B3,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",BACKING,East,East,30,No,No,2011,LINCOLN,NAVIGATOR,NO MISUSE,39.00952167,-77.04107833,"
,  
(39.00952167, -77.04107833)"
MCP295200B2,200038640,Montgomery County Police,Property Damage Crash,2020-10-01T14:44:00.000,County,SEMINARY PL,Maryland (State),GEORGIA AVE,,,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,617F491E-46F6-4A39-AA7F-7A9330762D7A,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,3B0FEFAE-E612-4D29-A6C9-BAEB028B0325,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,East,East,30,No,No,2014,LEXUS,GS350,NO MISUSE,39.00952167,-77.04107833,"
,  
(39.00952167, -77.04107833)"
MCP28460068,200038644,Montgomery County Police,Property Damage Crash,2020-10-01T14:39:00.000,Maryland (State),GEORGIA AVE,County,PRICE AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7FACE1F7-0654-4904-AB12-AD9D10B83EE0,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,3478203A-AF21-4CB2-B842-B7482992750B,NO DAMAGE,SEVEN OCLOCK,SEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,25,No,No,2002,FORD,ESCAPE,NO MISUSE,39.03858333,-77.054405,"
,  
(39.03858333, -77.054405)"
MCP28460068,200038644,Montgomery County Police,Property Damage Crash,2020-10-01T14:39:00.000,Maryland (State),GEORGIA AVE,County,PRICE AVE,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5443CE3C-AFC5-4747-85BC-461454C801EE,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,468B1219-B31B-4160-91B1-64036CF342F9,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,25,No,No,2020,GMC,ACADIA,NO MISUSE,39.03858333,-77.054405,"
,  
(39.03858333, -77.054405)"
MCP30640039,200038623,Montgomery County Police,Injury Crash,2020-10-01T12:35:00.000,Maryland (State),VEIRS MILL RD,County,ENNALLS AVE,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,73529AA2-95C0-4A9C-AC55-F43ED0B5A7B1,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,21518AB2-25C8-499A-B3E1-098105C78428,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,West,40,No,No,2012,TOYOTA,CAMRY,,39.03941833,-77.054275,"
,  
(39.03941833, -77.054275)"
MCP30640039,200038623,Montgomery County Police,Injury Crash,2020-10-01T12:35:00.000,Maryland (State),VEIRS MILL RD,County,ENNALLS AVE,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,D81E8548-68DD-4729-B6AB-23ED2C16FAFD,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,7E22DDDF-2480-497F-A2B1-F472FF2AE51A,FUNCTIONAL,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,No,No,2012,HOND,4S,,39.03941833,-77.054275,"
,  
(39.03941833, -77.054275)"
DD5642001L,200038619,Rockville Police Departme,Property Damage Crash,2020-10-01T11:16:00.000,,,,,801 HUNGERFORD DRIVE (GULF GAS STATION),,,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,,99E9F05A-7E8E-41B0-9473-D7E56BA51523,Yes,NO APPARENT INJURY,,UNKNOWN,,DA6E8FAD-A8BE-4949-81DC-D04BF0A80463,UNKNOWN,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,5,No,No,2017,KIA,TK,UNKNOWN,39.09468033,-77.15299617,"
,  
(39.09468033, -77.15299617)"
DD5642001L,200038619,Rockville Police Departme,Property Damage Crash,2020-10-01T11:16:00.000,,,,,801 HUNGERFORD DRIVE (GULF GAS STATION),,,SAME DIR REAR END,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BA66B7AC-97B7-4AE4-84A8-DD89DF5766B0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,2317FA55-5F6B-48E4-A8A5-436A0AA8D19A,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",PARKED,,,5,No,Yes,1998,FORD,TK,,39.09468033,-77.15299617,"
,  
(39.09468033, -77.15299617)"
MCP243600BJ,200038585,Montgomery County Police,Injury Crash,2020-10-01T08:50:00.000,US (State),COLESVILLE RD,County,INDIAN SPRING DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,D678AA8D-71BB-416B-ACB3-89307B28277E,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,F889BF07-2ABE-4A83-802E-01FD64DDBC19,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2007,BMW,328I,NO MISUSE,39.0126435,-77.01692750000001,"
,  
(39.0126435, -77.0169275)"
MCP243600BJ,200038585,Montgomery County Police,Injury Crash,2020-10-01T08:50:00.000,US (State),COLESVILLE RD,County,INDIAN SPRING DR,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,EF58D203-69AD-4ACD-9806-806EFDD35EDE,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,ED524F8A-865E-4FA3-9CF2-1ACBA5EC2BE2,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,35,No,No,2001,FORD,FOCUS,NO MISUSE,39.0126435,-77.01692750000001,"
,  
(39.0126435, -77.0169275)"
MCP158000D7,200038578,Montgomery County Police,Property Damage Crash,2020-10-01T07:38:00.000,Maryland (State),KEY WEST AVE,County,OMEGA DR,,,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,13F98FA2-6578-404B-B64D-9D90E44BBAF0,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,56D56F00-A007-4FD5-8327-37C66AC4B5B6,FUNCTIONAL,TWO OCLOCK,TWO OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,South,West,45,No,No,2016,GILL,BUS RIDE ON,NO MISUSE,39.10517167,-77.19669833,"
,  
(39.10517167, -77.19669833)"
MCP158000D7,200038578,Montgomery County Police,Property Damage Crash,2020-10-01T07:38:00.000,Maryland (State),KEY WEST AVE,County,OMEGA DR,,,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,35217C44-4B81-4F75-9516-DA5CF024FBF0,Yes,NO APPARENT INJURY,,UNKNOWN,MD,B1D26E3C-265B-44C2-800F-FBC9FE30FE9F,SUPERFICIAL,NINE OCLOCK,NINE OCLOCK,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",MOVING CONSTANT SPEED,West,West,45,No,No,1995,FORD,F SUPER DUTY TK,,39.10517167,-77.19669833,"
,  
(39.10517167, -77.19669833)"
MCP1099003G,200038578,Montgomery County Police,Property Damage Crash,2020-10-01T06:47:00.000,County,WASHINGTON GROVE LA,Other Public Roadway,MORNING VIEW DR,,,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,74390569-4B02-42FE-BECF-5F4DCF5F15D0,No,NO APPARENT INJURY,,NOT DISTRACTED,LA,66A486B5-34CC-4DC4-95C1-220BFCEEB2F9,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,South,35,No,No,2008,NISS,VRS,NO MISUSE,39.14850667,-77.168595,"
,  
(39.14850667, -77.168595)"
MCP1099003G,200038578,Montgomery County Police,Property Damage Crash,2020-10-01T06:47:00.000,County,WASHINGTON GROVE LA,Other Public Roadway,MORNING VIEW DR,,,,SAME DIR REAR END,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,D15B2A45-392B-4330-B5FB-1DB5A091A873,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,D1F596E2-1300-454C-AFBF-1976BAE48427,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,TRANSIT BUS,SLOWING OR STOPPING,East,South,35,No,No,2008,GILL,BU,NO MISUSE,39.14850667,-77.168595,"
,  
(39.14850667, -77.168595)"
